interview__key	interview__id	roster	id1	id2	id3	variable	type	message__number	message
09-05-48-03	369b4ec8785a4a32a0cc7057936f1d54					gps	2	1	GPS has to be within 20m
09-05-48-03	369b4ec8785a4a32a0cc7057936f1d54						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
09-05-48-03	369b4ec8785a4a32a0cc7057936f1d54	oth_income_ros	21000			amount_cashIncome	2	1	The 12 months value entered for %rostertitle% seems unlikely. Please verify.
31-86-90-66	4302810b25de4f418e3ffddc5f53b949					gps	2	1	GPS has to be within 20m
31-86-90-66	4302810b25de4f418e3ffddc5f53b949						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
78-77-74-84	02ae681b6cf142da8a37ad8d942491de					gps	2	1	GPS has to be within 20m
78-77-74-84	02ae681b6cf142da8a37ad8d942491de						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
97-15-20-38	e2c8447a7a9d4af29a97060236cdec9c					gps	2	1	GPS has to be within 20m
97-15-20-38	e2c8447a7a9d4af29a97060236cdec9c						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
73-88-34-84	c1ab3a55e3154bfcbeb323d4f16395d3					gps	2	1	GPS has to be within 20m
73-88-34-84	c1ab3a55e3154bfcbeb323d4f16395d3						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
73-88-34-84	c1ab3a55e3154bfcbeb323d4f16395d3	narcotic_items_roster	1	231087099		amount_paid_cash	2	1	The amount seems unrealistic, please confirm and accept it if correct
97-36-83-17	a115c26659f24af3af4087bd133fa8a4					gps	2	1	GPS has to be within 20m
97-36-83-17	a115c26659f24af3af4087bd133fa8a4						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
98-62-10-91	a704f69bfee64404aedc597abf628da6					gps	2	1	GPS has to be within 20m
98-62-10-91	a704f69bfee64404aedc597abf628da6						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
87-87-61-60	4afdb08432f74e35935f10426c75971c					gps	2	1	GPS has to be within 20m
87-87-61-60	4afdb08432f74e35935f10426c75971c						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
56-88-48-65	9e2bf9e8c84c4f5ead6eb7ade4a64b4d					gps	2	1	GPS has to be within 20m
56-88-48-65	9e2bf9e8c84c4f5ead6eb7ade4a64b4d						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
84-44-71-60	b139b98f973c4dfcb8b282c747775651					gps	2	1	GPS has to be within 20m
84-44-71-60	b139b98f973c4dfcb8b282c747775651						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
77-09-49-94	099ffbd7449c4b85a92301a90d34378e					gps	2	1	GPS has to be within 20m
77-09-49-94	099ffbd7449c4b85a92301a90d34378e						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
64-31-14-38	6b416d59eb7f485ca083301838e92131					gps	2	1	GPS has to be within 20m
64-31-14-38	6b416d59eb7f485ca083301838e92131						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
14-42-08-51	b780aedd04de43389da1b7cc6344db23					gps	2	1	GPS has to be within 20m
14-42-08-51	b780aedd04de43389da1b7cc6344db23						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
60-33-52-83	11f3abb0469b4311996623b045497873					gps	2	1	GPS has to be within 20m
60-33-52-83	11f3abb0469b4311996623b045497873						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
74-09-56-82	2fbf692d75124455b204f6233a020507					gps	2	1	GPS has to be within 20m
74-09-56-82	2fbf692d75124455b204f6233a020507						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
62-59-91-17	cfd3ad52c8b042f6adcf8b296e8e321e					gps	2	1	GPS has to be within 20m
62-59-91-17	cfd3ad52c8b042f6adcf8b296e8e321e						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
62-59-91-17	cfd3ad52c8b042f6adcf8b296e8e321e	hm_details	4			edu_expenditure	2	2	Please check again as this person has no education expenses but he/she is currently attending school
06-33-68-96	8a3389bc4a2c4ce896ad395d190ea582					gps	2	1	GPS has to be within 20m
06-33-68-96	8a3389bc4a2c4ce896ad395d190ea582						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
53-10-05-46	6b57501c9bef40cd9d246482eca2a447					gps	2	1	GPS has to be within 20m
53-10-05-46	6b57501c9bef40cd9d246482eca2a447						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
47-10-05-66	d7de9aba87f942aeba805a122f230df9					gps	2	1	GPS has to be within 20m
47-10-05-66	d7de9aba87f942aeba805a122f230df9						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
25-98-44-02	e38fa993a6114e4698ff84a375249d28					gps	2	1	GPS has to be within 20m
25-98-44-02	e38fa993a6114e4698ff84a375249d28						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
71-18-68-82	a32f4908f93947b19e779ba4773cd6ef						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
71-18-68-82	a32f4908f93947b19e779ba4773cd6ef	oth_income_ros	42800			amount_cashIncome	2	1	The 12 months value entered for %rostertitle% seems unlikely. Please verify.
89-91-74-12	773fa39304b342d3b425f421540e8e47						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
16-27-72-86	c7126431b2db45b4a60973eb324e0758					gps	2	1	GPS has to be within 20m
16-27-72-86	c7126431b2db45b4a60973eb324e0758						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
20-28-10-63	6096222725af42e3bfea77f4f1234d22					gps	2	1	GPS has to be within 20m
20-28-10-63	6096222725af42e3bfea77f4f1234d22						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
03-51-01-07	b5e742cfe4a84724ab3bc1d2c33bd42e					gps	2	1	GPS has to be within 20m
03-51-01-07	b5e742cfe4a84724ab3bc1d2c33bd42e						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
14-12-40-88	91993fa3ff364bf997a0c3beb6f3be33					gps	2	1	GPS has to be within 20m
14-12-40-88	91993fa3ff364bf997a0c3beb6f3be33						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
08-46-73-10	3dd6e26159784512b8f939730a2182eb					gps	2	1	GPS has to be within 20m
08-46-73-10	3dd6e26159784512b8f939730a2182eb						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
56-57-56-68	9bb186d1a7264381866c5460671dadce					gps	2	1	GPS has to be within 20m
56-57-56-68	9bb186d1a7264381866c5460671dadce						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
55-43-51-24	07cb98814b64400f8fad77e2c73bb90a					gps	2	1	GPS has to be within 20m
55-43-51-24	07cb98814b64400f8fad77e2c73bb90a						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
92-85-21-43	575a336c9b42409180abb3c873f31896					gps	2	1	GPS has to be within 20m
92-85-21-43	575a336c9b42409180abb3c873f31896						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
61-41-55-77	20b4037a4f074a0f8ee1d30768762084					gps	2	1	GPS has to be within 20m
61-41-55-77	20b4037a4f074a0f8ee1d30768762084						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
30-31-87-77	a1a170e2765a4f9bbb008209ebf4df65					gps	2	1	GPS has to be within 20m
30-31-87-77	a1a170e2765a4f9bbb008209ebf4df65						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
18-49-91-87	57cf26fe13464b2e8fe8a2dca8ad3110					gps	2	1	GPS has to be within 20m
18-49-91-87	57cf26fe13464b2e8fe8a2dca8ad3110						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
46-51-34-60	8cc1ef2e261945029084dfd5059e54d8					gps	2	1	GPS has to be within 20m
46-51-34-60	8cc1ef2e261945029084dfd5059e54d8						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
46-51-34-60	8cc1ef2e261945029084dfd5059e54d8					last_pmt_wasteDisposal	2	1	Please check and confirm the amount spend on this service as it is unlikely
93-98-08-97	45641b77d26f41ffaac5227953943de6					gps	2	1	GPS has to be within 20m
93-98-08-97	45641b77d26f41ffaac5227953943de6						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
93-98-08-97	45641b77d26f41ffaac5227953943de6					expense_bait	2	1	The purchase value for the baits seems unlikely. Please verify.
93-98-08-97	45641b77d26f41ffaac5227953943de6					expense_labour_fishCatch	2	1	The purchase value seems unlikely. Please verify.
93-98-08-97	45641b77d26f41ffaac5227953943de6					expense_fuel_boat	2	1	The value entered for fuel seems unlikely. Please verify.
92-81-21-58	df58e67443874e3c8a968ae7beb726b4					gps	2	1	GPS has to be within 20m
92-81-21-58	df58e67443874e3c8a968ae7beb726b4						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
73-40-61-10	6c1f54e5259643a39e5f396cc7a5bacf					gps	2	1	GPS has to be within 20m
73-40-61-10	6c1f54e5259643a39e5f396cc7a5bacf						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
09-78-57-90	d670755a9c2a42b0a0abd9095d6df401					gps	2	1	GPS has to be within 20m
09-78-57-90	d670755a9c2a42b0a0abd9095d6df401						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
85-51-12-62	4787d18164cc44e188ffe5d78f376bae					gps	2	1	GPS has to be within 20m
85-51-12-62	4787d18164cc44e188ffe5d78f376bae						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
02-12-85-71	35d677ceaa684512be80e62368bbc2e0					gps	2	1	GPS has to be within 20m
02-12-85-71	35d677ceaa684512be80e62368bbc2e0						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
28-85-10-31	0afa9decf5e546779056900d5272521a					gps	2	1	GPS has to be within 20m
28-85-10-31	0afa9decf5e546779056900d5272521a						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
08-89-70-74	7f8f4c29a7c1424eab5d779defdbd8b8					gps	2	1	GPS has to be within 20m
08-89-70-74	7f8f4c29a7c1424eab5d779defdbd8b8						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
64-74-35-31	5d13c31cf6ec4798b646697cf52c4a5f					gps	2	1	GPS has to be within 20m
64-74-35-31	5d13c31cf6ec4798b646697cf52c4a5f						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
51-85-83-29	caadf25acd01401ab3e97535b51e3792					gps	2	1	GPS has to be within 20m
