interview__key	interview__id	roster	id1	id2	id3	variable	type	message__number	message
39-19-16-41	75ad4f2b27a04c9580cc9399d335da49					gps	2	1	GPS has to be within 20m
39-19-16-41	75ad4f2b27a04c9580cc9399d335da49						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
83-13-64-13	8f9de2b404764e14bc89bd1151ae2b00					gps	2	1	GPS has to be within 20m
83-13-64-13	8f9de2b404764e14bc89bd1151ae2b00						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
97-75-89-83	6b828f06caa84ff980eea9876f0b0ebd					gps	2	1	GPS has to be within 20m
97-75-89-83	6b828f06caa84ff980eea9876f0b0ebd						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
77-42-07-84	5562e8a948134c0fa777c72ec075be0f					gps	2	1	GPS has to be within 20m
77-42-07-84	5562e8a948134c0fa777c72ec075be0f						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
86-85-30-88	14fdc56707d94a79a278e825b04fe651					gps	2	1	GPS has to be within 20m
86-85-30-88	14fdc56707d94a79a278e825b04fe651						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
77-17-79-82	fe85587ab69248df91b3fb4b61ae8f20					gps	2	1	GPS has to be within 20m
77-17-79-82	fe85587ab69248df91b3fb4b61ae8f20						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
64-85-19-17	59d51ae39d554dba8719d144d40b700a					gps	2	1	GPS has to be within 20m
64-85-19-17	59d51ae39d554dba8719d144d40b700a						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
71-22-62-90	471701673ba441ebba6cf1ad939caed6					gps	2	1	GPS has to be within 20m
71-22-62-90	471701673ba441ebba6cf1ad939caed6						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
22-11-78-50	bf91ce193bd74011a6f405af283485bc					gps	2	1	GPS has to be within 20m
22-11-78-50	bf91ce193bd74011a6f405af283485bc						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
52-06-12-82	37088c5a938f4c82a3b365af93797a10					gps	2	1	GPS has to be within 20m
52-06-12-82	37088c5a938f4c82a3b365af93797a10						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
82-77-70-70	5e9d2908d63f4939ad9d933f1ed59409					gps	2	1	GPS has to be within 20m
82-77-70-70	5e9d2908d63f4939ad9d933f1ed59409						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
82-77-70-70	5e9d2908d63f4939ad9d933f1ed59409					current_loan	2	1	Dwelling is recorded on MORTGAGE in H1131. This mortgage has to be recorded here so should be coded as 'Yes'.
51-11-35-55	db4bcffb55464af68703b0b03986c020					gps	2	1	GPS has to be within 20m
51-11-35-55	db4bcffb55464af68703b0b03986c020						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
68-44-70-23	7b2f23e36152422c9b6a8340b6feb7ae					gps	2	1	GPS has to be within 20m
68-44-70-23	7b2f23e36152422c9b6a8340b6feb7ae						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
02-12-13-83	93184813acb6421fb95341d6f20b4acf					gps	2	1	GPS has to be within 20m
02-12-13-83	93184813acb6421fb95341d6f20b4acf						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
02-12-13-83	93184813acb6421fb95341d6f20b4acf					last_pmt_wasteDisposal	2	1	Please check and confirm the amount spend on this service as it is unlikely
62-93-43-55	577351d6e4e64ad9b628c020d12d84c6					gps	2	1	GPS has to be within 20m
62-93-43-55	577351d6e4e64ad9b628c020d12d84c6						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
00-75-20-68	929b94c65b3b42dcb3c13e40a21d99b6					gps	2	1	GPS has to be within 20m
00-75-20-68	929b94c65b3b42dcb3c13e40a21d99b6						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
99-93-03-35	bff95934a7354183a1673d302212fbc3					gps	2	1	GPS has to be within 20m
99-93-03-35	bff95934a7354183a1673d302212fbc3						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
08-16-17-94	60b4c1171288499d8f1453a265e9972f					gps	2	1	GPS has to be within 20m
08-16-17-94	60b4c1171288499d8f1453a265e9972f						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
13-28-56-59	de6235ef7b41472699b3a991b67e4c2c					gps	2	1	GPS has to be within 20m
13-28-56-59	de6235ef7b41472699b3a991b67e4c2c						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
38-40-24-40	034fdf3001c34d48b32ea6cffb2d58b6					gps	2	1	GPS has to be within 20m
38-40-24-40	034fdf3001c34d48b32ea6cffb2d58b6						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
84-01-77-92	8491d33587cf4a69a55f3b0f83e487a1					gps	2	1	GPS has to be within 20m
84-01-77-92	8491d33587cf4a69a55f3b0f83e487a1						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
84-01-77-92	8491d33587cf4a69a55f3b0f83e487a1					last_pmt_wasteDisposal	2	1	Please check and confirm the amount spend on this service as it is unlikely
16-08-61-30	30d8cccf35b34e06a1b4c7d30cea04f3					gps	2	1	GPS has to be within 20m
16-08-61-30	30d8cccf35b34e06a1b4c7d30cea04f3						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
27-34-49-38	e4cfc4a2bf564ad8ac9200439f9543bd					gps	2	1	GPS has to be within 20m
27-34-49-38	e4cfc4a2bf564ad8ac9200439f9543bd						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
46-10-54-31	c0d48f46f0ce43acbfa05e5040c345b8					gps	2	1	GPS has to be within 20m
46-10-54-31	c0d48f46f0ce43acbfa05e5040c345b8						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
62-35-96-73	1ecb0fac40304dd1ac4789e7ae2bf24b					gps	2	1	GPS has to be within 20m
62-35-96-73	1ecb0fac40304dd1ac4789e7ae2bf24b						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
18-47-68-10	cc68f228a74948c9b5138b6920faa8a4					gps	2	1	GPS has to be within 20m
18-47-68-10	cc68f228a74948c9b5138b6920faa8a4						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
78-63-98-15	ed0f9f789b8f45278926669d8a1b6090					gps	2	1	GPS has to be within 20m
78-63-98-15	ed0f9f789b8f45278926669d8a1b6090						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
08-51-14-47	d9da9d0902574488a6de55a6e9dda484					gps	2	1	GPS has to be within 20m
08-51-14-47	d9da9d0902574488a6de55a6e9dda484						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
79-70-76-94	133d0aec57a64e7c89d5e305e17949aa					gps	2	1	GPS has to be within 20m
79-70-76-94	133d0aec57a64e7c89d5e305e17949aa						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
79-70-76-94	133d0aec57a64e7c89d5e305e17949aa					spend_ice	2	1	The purchase value for the ICE seems unlikely. Please verify.
79-70-76-94	133d0aec57a64e7c89d5e305e17949aa					expense_fuel_boat	2	1	The value entered for fuel seems unlikely. Please verify.
73-71-16-88	9000736e2409479a89f286a3f55f38ab					gps	2	1	GPS has to be within 20m
73-71-16-88	9000736e2409479a89f286a3f55f38ab						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
05-78-59-81	e74a95d93d3c41e984228ce9d8bdda2b					gps	2	1	GPS has to be within 20m
05-78-59-81	e74a95d93d3c41e984228ce9d8bdda2b						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
95-87-32-56	d70effaa5f3a47ab9dad3d33ecd5e5af					gps	2	1	GPS has to be within 20m
95-87-32-56	d70effaa5f3a47ab9dad3d33ecd5e5af						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
66-89-03-96	5b59f106fd144e1b967eb9b5bc26d88f					gps	2	1	GPS has to be within 20m
66-89-03-96	5b59f106fd144e1b967eb9b5bc26d88f						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
78-04-06-68	5d3ee7d0cabc498f820f93a4c2a0cb12					gps	2	1	GPS has to be within 20m
78-04-06-68	5d3ee7d0cabc498f820f93a4c2a0cb12						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
47-43-98-43	841f4a2168c242049dfd8dbd4777f01d					gps	2	1	GPS has to be within 20m
47-43-98-43	841f4a2168c242049dfd8dbd4777f01d						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
79-91-74-06	77b724468a684faf8b4bbc9ba851fb84					gps	2	1	GPS has to be within 20m
79-91-74-06	77b724468a684faf8b4bbc9ba851fb84						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
60-17-98-71	09d1f760a3834c5aa603465c751a6509					gps	2	1	GPS has to be within 20m
60-17-98-71	09d1f760a3834c5aa603465c751a6509						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
11-82-86-22	55407581f4514c9faa7e661dda696b4e					gps	2	1	GPS has to be within 20m
11-82-86-22	55407581f4514c9faa7e661dda696b4e						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
63-96-33-38	783d19a6c80341efadb98940aac26e51					gps	2	1	GPS has to be within 20m
63-96-33-38	783d19a6c80341efadb98940aac26e51						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
63-96-33-38	783d19a6c80341efadb98940aac26e51					expense_agrFuel	2	1	The 30 days value entered for other agricultural purposes seems unlikely. Please verify.
61-81-47-23	0538d84d4222402dbc1834bd38955863					gps	2	1	GPS has to be within 20m
61-81-47-23	0538d84d4222402dbc1834bd38955863						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
25-09-05-89	1e0ec0a1a0f9408a9dd65c66b52ce8ed					gps	2	1	GPS has to be within 20m
25-09-05-89	1e0ec0a1a0f9408a9dd65c66b52ce8ed						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
36-53-78-53	dd9c0e4ce8524047be9189025bc8057f					gps	2	1	GPS has to be within 20m
36-53-78-53	dd9c0e4ce8524047be9189025bc8057f						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
36-53-78-53	dd9c0e4ce8524047be9189025bc8057f	ict_roster	3	819201001		electronic_purchase_amount	2	1	The value entered for laptop seems unlikely. Please verify.
53-09-53-50	458a503f5b5a44d18acfcca1da936dc7					gps	2	1	GPS has to be within 20m
53-09-53-50	458a503f5b5a44d18acfcca1da936dc7						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
53-09-53-50	458a503f5b5a44d18acfcca1da936dc7					last_pmt_wasteDisposal	2	1	Please check and confirm the amount spend on this service as it is unlikely
36-62-26-98	bac0362692e4422baa889353424f09fb					gps	2	1	GPS has to be within 20m
36-62-26-98	bac0362692e4422baa889353424f09fb						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
36-62-26-98	bac0362692e4422baa889353424f09fb	narcotic_items_roster	1	221082004		amount_paid_cash	2	1	The amount seems unrealistic, please confirm and accept it if correct
37-01-52-28	83408e3627764b6da873a2b6301d68a7					gps	2	1	GPS has to be within 20m
37-01-52-28	83408e3627764b6da873a2b6301d68a7						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
37-01-52-28	83408e3627764b6da873a2b6301d68a7	narcotic_items_roster	1	231087099		amount_paid_cash	2	1	The amount seems unrealistic, please confirm and accept it if correct
91-31-42-66	7dc644b1455f4ed8922e5230e3e447e2					gps	2	1	GPS has to be within 20m
91-31-42-66	7dc644b1455f4ed8922e5230e3e447e2						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
48-32-47-30	dad04cc7d985445fb14b8e249a1d8cd8					gps	2	1	GPS has to be within 20m
48-32-47-30	dad04cc7d985445fb14b8e249a1d8cd8						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
48-32-47-30	dad04cc7d985445fb14b8e249a1d8cd8	narcotic_items_roster	1	231087099		amount_paid_cash	2	1	The amount seems unrealistic, please confirm and accept it if correct
94-26-46-53	19a385b3f607412881da422dc4502c92					gps	2	1	GPS has to be within 20m
94-26-46-53	19a385b3f607412881da422dc4502c92						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
30-94-75-29	b5e093b7783846dd9588cfd1aba2c25b					gps	2	1	GPS has to be within 20m
30-94-75-29	b5e093b7783846dd9588cfd1aba2c25b						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
42-20-05-09	eeafbde22f4447438995110be006662d					gps	2	1	GPS has to be within 20m
42-20-05-09	eeafbde22f4447438995110be006662d						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
28-79-98-72	919e3aaf7b2a4cc48086da3633878202					gps	2	1	GPS has to be within 20m
28-79-98-72	919e3aaf7b2a4cc48086da3633878202						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
46-15-30-37	ed2601c32d18403392ee7c4d7db353c5					gps	2	1	GPS has to be within 20m
46-15-30-37	ed2601c32d18403392ee7c4d7db353c5						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
55-87-69-51	2176ba4107b94b86b894734014b02645					gps	2	1	GPS has to be within 20m
55-87-69-51	2176ba4107b94b86b894734014b02645						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
76-57-93-48	f42ba64aefa44743a2b6f578708a26f2					gps	2	1	GPS has to be within 20m
76-57-93-48	f42ba64aefa44743a2b6f578708a26f2						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
32-64-47-46	e3e48520e2ba44b396d4e7572a7f591e					gps	2	1	GPS has to be within 20m
32-64-47-46	e3e48520e2ba44b396d4e7572a7f591e						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
34-67-30-54	849e7dd0fba147e5b951948fe2992dc5					gps	2	1	GPS has to be within 20m
34-67-30-54	849e7dd0fba147e5b951948fe2992dc5						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
47-40-36-10	62bec864ea5347228fbd3b7e3668a710					gps	2	1	GPS has to be within 20m
47-40-36-10	62bec864ea5347228fbd3b7e3668a710						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
47-40-36-10	62bec864ea5347228fbd3b7e3668a710	narcotic_items_roster	3	231087099		recieve_gift	2	1	Quantity in Cash, Home Produced and Gifts should equal Total Consumed - please check !!!!
10-05-08-50	50e4840e2343494f8dc5154d1a141db2					gps	2	1	GPS has to be within 20m
10-05-08-50	50e4840e2343494f8dc5154d1a141db2						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
93-14-23-37	d9773e346a244e988a1a871c31140cff					gps	2	1	GPS has to be within 20m
93-14-23-37	d9773e346a244e988a1a871c31140cff						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
45-92-99-91	5acdc37a910b412eb27abab64d3ea415					gps	2	1	GPS has to be within 20m
45-92-99-91	5acdc37a910b412eb27abab64d3ea415						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
73-65-86-60	ee69200b303e4296b1faf9ed7ac3440f					gps	2	1	GPS has to be within 20m
73-65-86-60	ee69200b303e4296b1faf9ed7ac3440f						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
70-14-35-46	7321ad89fecb4352b3be8c45c63f88be					gps	2	1	GPS has to be within 20m
70-14-35-46	7321ad89fecb4352b3be8c45c63f88be						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
80-82-43-32	d6f6da0a961445e79e268845371bc4ad					gps	2	1	GPS has to be within 20m
80-82-43-32	d6f6da0a961445e79e268845371bc4ad						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
94-85-13-77	775d8aafe2be4066932c79058ddd7d2e					gps	2	1	GPS has to be within 20m
94-85-13-77	775d8aafe2be4066932c79058ddd7d2e						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
26-78-99-13	b792b468187749a99f6563e1835a013d					gps	2	1	GPS has to be within 20m
26-78-99-13	b792b468187749a99f6563e1835a013d						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
31-82-60-13	80f421998946479fb739fd5707266a69					gps	2	1	GPS has to be within 20m
31-82-60-13	80f421998946479fb739fd5707266a69						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
03-99-96-63	8489447f656e40b9ae71043abd1ffc72					gps	2	1	GPS has to be within 20m
03-99-96-63	8489447f656e40b9ae71043abd1ffc72						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
84-94-65-61	b2d625c979154f069fdbdbe8dfe7b21f					gps	2	1	GPS has to be within 20m
84-94-65-61	b2d625c979154f069fdbdbe8dfe7b21f						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
09-12-08-64	f256f2f9e23e4891b1da845b65e81fbd					gps	2	1	GPS has to be within 20m
09-12-08-64	f256f2f9e23e4891b1da845b65e81fbd						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
06-25-70-76	d4b9ece1deae464eb4dfc11178a9350d					gps	2	1	GPS has to be within 20m
06-25-70-76	d4b9ece1deae464eb4dfc11178a9350d						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
21-06-64-08	fb4ce53190484736bd4f5af13b58de06					gps	2	1	GPS has to be within 20m
21-06-64-08	fb4ce53190484736bd4f5af13b58de06						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
54-92-32-91	66cc2cedf0e1483db934860c1bc40c27					gps	2	1	GPS has to be within 20m
54-92-32-91	66cc2cedf0e1483db934860c1bc40c27						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
35-44-22-74	6885d1ab7dcc474cbf08283dfa12887f					gps	2	1	GPS has to be within 20m
35-44-22-74	6885d1ab7dcc474cbf08283dfa12887f						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
58-30-74-34	39c144af189941e7a33aca119e8766ae						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
58-30-74-34	39c144af189941e7a33aca119e8766ae	oth_income_ros	21000			amount_cashIncome	2	1	The 12 months value entered for %rostertitle% seems unlikely. Please verify.
58-08-59-04	0e1cdb96d82d4deba09c89a8a7fac253					gps	2	1	GPS has to be within 20m
58-08-59-04	0e1cdb96d82d4deba09c89a8a7fac253						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
31-99-35-62	cea0c6a51c294e32899f993d4f14a9ad					gps	2	1	GPS has to be within 20m
31-99-35-62	cea0c6a51c294e32899f993d4f14a9ad						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
44-60-85-72	b313c53f8e494c20966a41915fa73dbd					gps	2	1	GPS has to be within 20m
44-60-85-72	b313c53f8e494c20966a41915fa73dbd						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
36-49-72-24	f052e62397ab4128bf54863364a43395					gps	2	1	GPS has to be within 20m
36-49-72-24	f052e62397ab4128bf54863364a43395						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
77-19-91-37	8ee3519bb8044532bed3cac6043ddf53					gps	2	1	GPS has to be within 20m
77-19-91-37	8ee3519bb8044532bed3cac6043ddf53						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
23-31-03-80	1ee18bddad874952ad5d26fb93530b60					gps	2	1	GPS has to be within 20m
23-31-03-80	1ee18bddad874952ad5d26fb93530b60						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
18-91-10-14	7d4be590ad0d488e838444df436e04c1					gps	2	1	GPS has to be within 20m
18-91-10-14	7d4be590ad0d488e838444df436e04c1						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
14-38-02-95	f7a417663c19449ab9de887ddbbf9a01					gps	2	1	GPS has to be within 20m
14-38-02-95	f7a417663c19449ab9de887ddbbf9a01						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
21-56-73-34	2d1ae509e6f7426f9dd3b9485eac6006					gps	2	1	GPS has to be within 20m
21-56-73-34	2d1ae509e6f7426f9dd3b9485eac6006						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
66-08-10-53	75037f87af844ee9aea518fc771ea444					gps	2	1	GPS has to be within 20m
66-08-10-53	75037f87af844ee9aea518fc771ea444						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
21-35-10-15	e4112e19da2d470fbfa7b97cd70b836d					gps	2	1	GPS has to be within 20m
21-35-10-15	e4112e19da2d470fbfa7b97cd70b836d						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
43-67-01-34	0b7ad00c9b354a80a16d5d4c201f3354					gps	2	1	GPS has to be within 20m
43-67-01-34	0b7ad00c9b354a80a16d5d4c201f3354						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
33-34-90-80	e655dd20ecd544a0a54b9537559e811b					gps	2	1	GPS has to be within 20m
33-34-90-80	e655dd20ecd544a0a54b9537559e811b						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
98-72-19-99	378dfa71c052413cb29aca90f9d43dbc					gps	2	1	GPS has to be within 20m
98-72-19-99	378dfa71c052413cb29aca90f9d43dbc						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
89-91-66-15	150271281c5040b696d396061cdcb1ef					gps	2	1	GPS has to be within 20m
89-91-66-15	150271281c5040b696d396061cdcb1ef						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
98-30-24-89	f6834a4abec14edbb81ed98cf3a8b252					gps	2	1	GPS has to be within 20m
98-30-24-89	f6834a4abec14edbb81ed98cf3a8b252						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
69-31-02-47	26f0f1a36e894e23a2bcfb08e2e8f16d					gps	2	1	GPS has to be within 20m
69-31-02-47	26f0f1a36e894e23a2bcfb08e2e8f16d						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
71-00-52-01	d0d144752f5645588a70b34fdff55726					gps	2	1	GPS has to be within 20m
71-00-52-01	d0d144752f5645588a70b34fdff55726						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
71-00-52-01	d0d144752f5645588a70b34fdff55726	oth_income_ros	21000			amount_cashIncome	2	1	The 12 months value entered for %rostertitle% seems unlikely. Please verify.
88-46-76-60	441d65ab66b9478aae994386a8fcbb97					gps	2	1	GPS has to be within 20m
88-46-76-60	441d65ab66b9478aae994386a8fcbb97						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
88-46-76-60	441d65ab66b9478aae994386a8fcbb97					expense_fuel_boat	2	1	The value entered for fuel seems unlikely. Please verify.
99-82-87-99	aca97749e9ed4e9ab323c9ec81077d9d					gps	2	1	GPS has to be within 20m
99-82-87-99	aca97749e9ed4e9ab323c9ec81077d9d						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
11-09-95-55	0fcb0648ace849e3aa3cc75d99178320					gps	2	1	GPS has to be within 20m
11-09-95-55	0fcb0648ace849e3aa3cc75d99178320						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
11-57-12-66	f8336efe230f453faed7405564c18bcc					gps	2	1	GPS has to be within 20m
11-57-12-66	f8336efe230f453faed7405564c18bcc						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
77-80-73-35	924decce54094b4a8ee0e017ce697405					gps	2	1	GPS has to be within 20m
77-80-73-35	924decce54094b4a8ee0e017ce697405						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
69-38-29-78	ae362bba2e4f48fab3500295285ff999					gps	2	1	GPS has to be within 20m
69-38-29-78	ae362bba2e4f48fab3500295285ff999						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
40-28-65-43	22b758850b604fc9973229a7542f4f58					gps	2	1	GPS has to be within 20m
40-28-65-43	22b758850b604fc9973229a7542f4f58						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
71-30-93-92	aadfbbbbb8fc4991a2e847e5d1650d37					gps	2	1	GPS has to be within 20m
71-30-93-92	aadfbbbbb8fc4991a2e847e5d1650d37						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
13-33-98-00	cf1a0dde337749508b338fb19c629836					gps	2	1	GPS has to be within 20m
13-33-98-00	cf1a0dde337749508b338fb19c629836						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
15-98-23-49	2c1621c9a3754be49eca2d23259cb2f7					gps	2	1	GPS has to be within 20m
15-98-23-49	2c1621c9a3754be49eca2d23259cb2f7						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
85-02-58-18	af5eca5d0df54bfc8c151a17a54fe5e5					gps	2	1	GPS has to be within 20m
85-02-58-18	af5eca5d0df54bfc8c151a17a54fe5e5						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
61-07-43-30	00cf21a65a30471dbb789aaf5e299517					gps	2	1	GPS has to be within 20m
